text,polarity,sentiment
b xe x xre making decisions whether kids wearamask school please listen pediatricians xe x xa,0,neutral
b wkyc yes xf xf x xb autoimmune disorder amp asthma xe x xm vax amp boosted rarely gone anywhere yrs xe x xa,0.3,positive
b vaccinated boosted covid go back normal,0.075,positive
b allanruhl alfonsocauders lol nu realize wealthy countries good financially pandemic g xe x xa,0.5,positive
b point lt maryland adults unvaccinated small pop gt hospitalized wi xe x xa,-0.25,negative
b time let maskup xf xf x xb,0,neutral
b would love see qualifications posted front statements covid vaccination maskup,0.5,positive
b become apparent think acquiring n kn masks way think acquiring toilet pa xe x xa,0.008333333,positive
b xf xf x xa xef xb xf extra extra read come grabajab today n xf xf x xb rotherham united new york stadium pm pm xe x xa,0.045454545,positive
b made st trip nyc since pandemic n first thing saw penn station xf xf x xc xf xf xa xe n ny newyork xe x xa,0.25,positive
b meanwhile covidisntover maskup wear bettermasks prioritize outdoor well ventilated spaces xe x xa,0,neutral
b yveerangnayen nitiaayog getting vaccinated covid_ one best way protect xe x xa,1,positive
b governor whitmer announces million free kn masks michiganders via scrumnews xe x xa,0.4,positive
b grateful home tests esp free ones tricky know test omicron mostly work home xe x xa,0.45,positive
b tgif today xe x xs numbers covid az jan n coronavirus vaccine covid breaking xe x xa,0,neutral
b hope need use covidtest getvaxxed maskup xf xf x xb xf xf x x,0,neutral
b masksoff covid disinformation reported vaccineswork maskup,0,neutral
b republicans fly big flags wear mask maga socialdistancing covidprecuations maskup republicans,0.4,positive
b family need safe masks click following link find participating pharmacies xe x xa,0.25,positive
b covid covidisnotdonewithus vaccineswork maskup stopthemisinformation,0,neutral
b time let covid maskup,0,neutral
b happy friday let careful n nyou look good mask wearamask xe x xa,0.466666667,positive
b gerechtgericht azzolini_ingrid cool people wear masks n zum beispiel bobafett fennek shand und themandalorian xe x xa,0.35,positive
b ellethejambo spoonhead fourplatekate robjohn kenwilb viruses enter eyes n ntherefore xe x xa,0,neutral
b amaathankfulfridayforhealthcareworkers n covid vaccineswork sleeveup n physicaldistance maskup washyourhands xe x xa,0,neutral
b xf xf x x absolutely us continue mask social distance helping stop spread nthe virus non par xe x xa,0.116666667,positive
b government announced review level two national lockdown measures follows n n xe xe xa xef xb xfschools open feb xe x xa,0,neutral
b xf xf x xaaction alert xe xd x xef xb xf n nnelson mandela said keen revelation society soul way xe x xa,0,neutral
b indiafightscorona rajasthan nth jan covid pm bulletin n nplz keep maskup xf xf x xb amp staysafe n n positive cases xe x xa,0.227272727,positive
b good virginia n covid maskmandates maskup via abajournal,0.7,positive
b weekend wayyyy n n atlantic n addxcion n n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b yveerangnayen nitiaayog get vaccine nd motivate others n vaccinationcamps n awarnesscampaigns xe x xa,0,neutral
b spoonhead fourplatekate robjohn ellethejambo kenwilb hope glasses air tight xe x xa,-0.178571429,negative
b vive cares health safety event getvaccinated maskup gettested,0,neutral
b status covid cases madurai corporation areas n covid maskup maduraicity,0,neutral
b given roughly hospitalized covid patients children currently xe x xd say principal spot xe x xa,-0.05,negative
b partygate sue gray repobeing rewritten met investigate sue maskup always omicron airborne,0,neutral
b b took denmark responsible surge cases reported ca tx wa xe x xa,0.2,positive
b pune safe guys n maskup,0.5,positive
b please continue wear face covering today xf xf x xb n nit xe x xs important display normal people xe x xre fucking bellen xe x xa,-0.016666667,negative
b maskup landmark survey study noted medical professionals including kin board member xe x xa,0,neutral
b kid friendly facecovering facemask covid mask facecover masks facemasks staysafe coronavirus wearamask xe x xa,0.375,positive
b covid care conspiracy theories noratraviss benlocwin covidisairborne maskup getvaccinatednow xe x xa,0,neutral
b dramirkhangp good care others due diligence protect vulnerable society small b xe x xa,-0.04375,negative
b nh conspiracy theorist ed naile died icu covid posted xe x xt take shot presum xe x xa,0,neutral
b yveerangnayen nitiaayog passing serving humanity incredible n vaccinationcamps n awarenesscampaigns xe x xa,0.9,positive
b yveerangnayen nitiaayog great work youthveeeangayen vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.8,positive
b yveerangnayen nitiaayog well done youthveerangnayen team work humanity n vaccinationcamps xe x xa,0,neutral
b yes reasonable ask thinking elyons wonderful brave son thank importan xe x xa,0.666666667,positive
b visiting friends relatives mexico maybe heading south border business stay healthy safe b xe x xa,0.5,positive
b yveerangnayen nitiaayog vaccination important pandemic time great work done xe x xa,0.6,positive
b yveerangnayen nitiaayog vaccination important pandemic time great work done xe x xa,0.6,positive
b grifter wears mask antivaxxers n maskmandates maskup coronavirus n fridaymorning,0,neutral
b hjelle_brian ldonahuehjelle pet theory neveryone exposed key may taking whatever steps xe x xa,0,neutral
b greenswelfares gurmeetramrahim appreciable humanity works done derasachasauda volunteer pious gui xe x xa,0,neutral
b xf xf xa xa food grab n go xf xf xa xa district partnering kfamechurch distribute meals available pick xe x xa,0.4,positive
b well one zo classmates tested bound happen amp probably small miracle happen sooner xe x xa,-0.25,negative
b yveerangnayen nitiaayog great job done youthveerangnayen covid covid covidappropriatebehaviour xe x xa,0.8,positive
b ewerickson fox news kills foxnewslies foxnewsknew maskup,0,neutral
b people recognize masks stay medical facilities know n nmasks xe x xa,0,neutral
b whatsupdoc ppuddytat jackieboysteve estherwrightman ezralevant randyhillier elonmusk press xe x xa,0,neutral
b yveerangnayen nitiaayog great job done youthveerangnayen vaccinationcamps awarenesscampaigns covid xe x xa,0.8,positive
b good morning xe x x xe x x xef xb xf n happy friday everyone xe xc xa nenjoy day make best kind othe xe x xa,0.775,positive
b yveerangnayen nitiaayog incrediable work youthveerangnayen vaccination vaccinationcamps xe x xa,0,neutral
b yveerangnayen nitiaayog great work xe xd xa xe xd xa n vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0.8,positive
b greetings trumpsamerica swiftcounty minnesota residents refresh koolaid xe x xa,0,neutral
b yveerangnayen nitiaayog well done team n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0,neutral
b yveerangnayen nitiaayog sach apperciable work done youthveerangnayen protect tothers vaccinationcamps xe x xa,0,neutral
b kob bravo sir adults acting like children got time whether believe masks work xe x xa,0,neutral
b xe x xm still moving away people wearing masks tube xe x xs getting hard tfl clearly stated xe x xa,-0.095833333,negative
b yveerangnayen nitiaayog great work dn yveerangnayen n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.8,positive
b yveerangnayen nitiaayog moving forward campaigns curb spread covid pandemic youth veerangnaye xe x xa,0,neutral
b yveerangnayen nitiaayog vaccinationcamps organized patiala unit also n awarenesscampaigns xe x xa,0,neutral
b listening could important talking two ears amp one mouth xf xf xa x xf xf x xe piggybackpositivity xe x xa,0.4,positive
b covidiots behavior shuts denver children musuem n growthefuckup n maskup n getvaxxed n endthepandemic n n,0,neutral
b yveerangnayen nitiaayog youthveerangnaye great work n vaccinationcamps n awarenesscampaigns n nitiaayog xe x xa,0.8,positive
b yveerangnayen nitiaayog view corona epidemic inspire people get vaccine xe x xa,0,neutral
b yveerangnayen nitiaayog vaccine helpful save us corona pandemic must get vacc xe x xa,0,neutral
b yveerangnayen nitiaayog youthveerangnayen becoming appreciable example society inspired working c xe x xa,0.45,positive
b covidupdate n nomicron mild mutation anymore vaccination help sharply reducing harm mig xe x xa,0.104166667,positive
b keep thinking xe x xve reached peak stupidity disappointed yet covid commoncold coronavirus xe x xa,-0.675,negative
b believe point pursuing herd immunity like herding cats xf xf x x good mask ventilation prevents xe x xa,0.7,positive
b slides xe x xa cdcgov xe x xa xe x xa idsainfo xe x xa hosted webinar n nnote rate decline vaccine effectiveness vs omicron aft xe x xa,0,neutral
b yveerangnayen nitiaayog great job youth veerangnayen covid n vaccinationcamp n getvaccinated n covid_ xe x xa,0.8,positive
b much know vaccine masking reluctance could overcome good messaging trump xe x xa,0.45,positive
b yveerangnayen nitiaayog motivate people vaccination n vaccinationcamps n awearnesscampaign n nitiaayog n covid xe x xa,0,neutral
b yveerangnayen nitiaayog good work youthveerangnaye n covid n vaccinationcamp n getvaccinated n covid_ xe x xa,0.7,positive
b good morning nit always good day stand science xf xf x xb n staysafestayhealthy maskup,0.7,positive
b yveerangnayen nitiaayog motivate regarding vaccination people n vaccinationcamps n awearnesscampaigns xe x xa,0,neutral
b yveerangnayen nitiaayog safe protect orher also n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.5,positive
b yveerangnayen nitiaayog get vaccinated necessary pandemic situation xe x xa,0,neutral
b read maskup getvaxxed getboosted end pandemic,0,neutral
b yveerangnayen nitiaayog youth veerangnayen playing great role defeat covid vaccinationcamps xe x xa,0.8,positive
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b yveerangnayen nitiaayog safe protect orher also n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.5,positive
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b time airlines dropped mask mandates via bemusedbackpack masks maskup masksdontwork covid,0,neutral
b yveerangnayen nitiaayog necessary one come house n maskup youthveerangnayen r givin xe x xa,0,neutral
b free psychic n n safe n n wearadamnmask maskup covid_ covid xe x xa,0.45,positive
b vixey_voter gotten covid thank asking vaxxed amp booster religious xe x xa,0,neutral
b indiafightscorona rajasthan nth jan covid pm bulletin nplz keep maskup xf xf x xb amp staysafe n n positive cases xe x xa,0.227272727,positive
b good morning friends happy friday xe x xt much today xe x xve got get things done one week work xe x xa,0.566666667,positive
b yveerangnayen nitiaayog groundwork happiness good health vaccinationcamps n awarenesscampaigns xe x xa,0.7,positive
b yveerangnayen nitiaayog great work youthveerangnaye n covid n vaccinationcamp n getvaccinated n covid_ xe x xa,0.8,positive
b reminder parents child xe x xt care wearing mask xe x xt n ndrawn son xe x xa,0,neutral
b yveerangnayen nitiaayog best investment ever make health vaccinationcamps xe x xa,1,positive
b yveerangnayen nitiaayog spread awareness covid pandemic get vaccinated protection n nitiaayog xe x xa,0,neutral
b yveerangnayen nitiaayog many people spend health gaining wealth spend wealth xe x xa,0.5,positive
b yveerangnayen nitiaayog youth veerangnayen playing great role defeat covid weldone vaccinationcamps xe x xa,0.8,positive
b indiafightscorona rajasthan nth jan covid pm bulletin n nplz keep maskup xf xf x xb amp staysafe n n positive cases xe x xa,0.227272727,positive
b yveerangnayen nitiaayog youth veerangnayen playing great role defeat covid weldone vaccinationcamps xe x xa,0.8,positive
b lesotho covid statistics th th january n maskup n staysafe n covidlesotho n vforvaccinate,0,neutral
b funny people find inconveniencing xf xf xa xa xe x xd xe x x xef xb xfwearing mask others super excited xf xf x xbecause xe x xa,0.319444444,positive
b rajasthan covid update cases jaipur jodhpur active cases maskup staysafe,-0.133333333,negative
b covid cases jaipur maskup,0,neutral
b yveerangnayen nitiaayog safe protect orher also n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.5,positive
b lesotho covid statistics rd th january n maskup n staysafe n covidlesotho n vforvaccinate,0,neutral
b weekend wayyyy n n kilode n diceyalways n n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b yveerangnayen nitiaayog health real wealth pieces gold silver vaccinationcamps xe x xa,0.2,positive
b yveerangnayen nitiaayog believe great gift give family world healthy xe x xa,0.65,positive
b yveerangnayen nitiaayog good health good sense two life xe x xs great blessings covid n vaccinationcamp xe x xa,0.733333333,positive
b knew could save even one life wearing mask rest life would shame ca xe x xa,0,neutral
b masks work xf xf x xb covid maskup covidisairborne,0,neutral
b weekend wayyyy n n omo ope n asakemusik x olamide n n tgif citycafe n melody_hassan xe x xa,0,neutral
b china warned new variant neocov supposedly deadly human life xf xf x x n maskup covid,0.068181818,positive
b stay safe folks maskup,0.5,positive
b weekend wayyyy n nglory n n oluwafrosh x yungsamoflife n n tgif citycafe n melody_hassan xe x xa,0,neutral
b weekend wayyyy n nwoman n n emmovich_ n n tgif citycafe n melody_hassan x djgeelincon xe x xa,0,neutral
b wuhan updating virus xf xf xa xa variants literally apple software updates neocov xf xf x xad xf xf xa x xf xf x xb xe x xa,0,neutral
b great see almost b opting mask shops cafe garage n nour local tories wants us take masks xe x xa,0.333333333,positive
b people still muzzling receive medal devoted bootlickers country ev xe x xa,0,neutral
b greenswelfares gurmeetramrahim great humanity work maskup,0.8,positive
b yes maskup xf xf x xaa always,0,neutral
b request citizens follow covid_ appropriate behaviour safe maskup follow socialdistancing n nto xe x xa,0.5,positive
b friday today exchange rates dailyexchangerates bosl allthebankyouneed socialdistancing maskup,0,neutral
b spottedinpepe samreenkaur playing cool classic denim n n pepejeansindia pepeison thenewblue xe x xa,0.258333333,positive
b mayoroflondon point mask mandate tfl pcsos getting tube cha xe x xa,0,neutral
b wearing facemack correctly consistently critical prevent getting spreading covid choose mask b xe x xa,0,neutral
b lynnholliday dr_farrisd robots expo site busily keeping visitors safe xf xf x xf xf xf x xb xe x xa,0.3,positive
b yveerangnayen nitiaayog vaccination important remain safe covid vaccinate xe x xa,0.45,positive
b behind mask flesh beneath mask idea ideas bulletproof n nche xe x xa,-0.4,negative
b fourplatekate selfish pricks wearing goggles n nsurely covid cultists know viruses enter th xe x xa,-0.5,negative
b nearly ballad staff unvaxxed deadline days away covid virginia swva maskup xe x xa,0.1,positive
b nearly quarantine rockbridge county schools covid virginia getvaccinated maskup,0.1,positive
b halifax schools second high covid day school year virginia swva covid getvaccinated maskup,0.08,positive
b centra xe x xs covid hospitalizations reach new high virginia covid getvaccinated maskup,0.148181818,positive
b ballad stretched staff allow asymptomatic staff work virginia covid getvaccinated maskup,-0.05,negative
b ballad declares staffing emergency due covid strain covid getvaccinated maskup virginia xe x xa,-0.125,negative
b ackademiks good day may kindly provide physical address advise accordingly ngj maskup satysafe,0.433333333,positive
b yveerangnayen follow guidelines corona positive n n covid n covid_ n covidappropriatebehaviour xe x xa,0.227272727,positive
b elliewhipwrites thank continued suppohave good day ngj maskup staysafe,0.7,positive
b good morning xe x x xef xb xf memphis xe x x xef xb xf xf xf xd xa xf xf xa xae getvaccinated getboosted xf xf x x maskup xf xf x xb,0.7,positive
b good practical sane timely xf xf xa xb xe x xaread n nty tmprowell n n vaxx maskup,0.7,positive
b rules changed still want keep amp vulnerable community members safe remember mask xe x xa,0,neutral
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b covid omicron uk daily cases russia approaches pandemic say johnson scrap xe x xa,0,neutral
b realstiff good day kindly check dm provided response ngj maskup staysafe,0.65,positive
b maskless bronx bound train xe x xcar mta n n thanksfornothingman maskupnyc wearadamnmask masklessinnyc xe x xa,0,neutral
b elliewhipwrites good day may kindly provide landline number physical address alternative contact numbe xe x xa,0.433333333,positive
b right must maskup,0.285714286,positive
b mask distribution helpageindia old age homes awareness proper mask usage also becoming critical give xe x xa,0.1375,positive
b rambo_kuvanhu good day sincere apologies inconveniences caused may kindly check dm xe x xa,0.6,positive
b covid omicron capitalismww mobilise working class force method capable defeati xe x xa,0.2,positive
b overheard xe x xcc xe x xmon girls xe x xachin straps xe x xt protect noses please xe x xd xf xf x x maskup covid sarahcodymedia xe x xa,0,neutral
b maskless manhattan bound l train xe x xcar mta n n thanksfornothingman maskupnyc wearadamnmask xe x xa,0,neutral
b yveerangnayen nitiaayog well done team xf xf x xc xf xf x xc nthe great good work one another xe x xa,0.75,positive
b keconlan muellershewrote tmfansuppo ticketmaster two years pandemic folks still xe x xa,0,neutral
b case number super crazy tokyo right stay safe everyone maskup,0.129761905,positive
b yveerangnayen nitiaayog well done team xf xf x xc xf xf x xc nthe great good work one another xe x xa,0.75,positive
b yveerangnayen nitiaayog well done team xf xf x xc xf xf x xc nthe great good work one another xe x xa,0.75,positive
b yveerangnayen nitiaayog great work vaccinationcamps n awarenesscompaign n maskup n maskupindia n getvaccinated xe x xa,0.8,positive
b yveerangnayen nitiaayog well done team xf xf x xc xf xf x xc nthe great good work one another xe x xa,0.75,positive
b yveerangnayen nitiaayog team youth veerangnayen keep great work vaccination important pr xe x xa,0.6,positive
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b yveerangnayen nitiaayog encouraging people get vaccinated ngreat act welfare today time xf xf x xc xf xf x xd xe x xa,0,neutral
b go panthers beat harlan xf xf x xa n n xf xf x x xef xb xf n xf xf xf x paul taylor field house n xe xf xb pm n n maskup xf xf x xb l lovenavylivegold xe xc xa,0,neutral
b weekend wayyyy n n tgif n iam_terryapala n n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b yveerangnayen nitiaayog hey campaign encourage people get vaccinated great act nvery good goin xe x xa,0.75,positive
b covid omicron javid deadly mutating global pandemic xe x xcon run xe x xd say crazy wicked fool xe x xa,-0.266666667,negative
b weekend wayyyy n nlet n n thisiswurld n n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b efficient clinicaltrials key efficient orphan drug development n n,0,neutral
b weekend wayyyy n n nwoke oma n officialchike n n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b tinasheferro wisemap well noted tinashe bn maskup,0,neutral
b nice see many people continuing wear masks south_railway morning despite xe x xa,0.55,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf alaye toh se gogo iamreminisce n tgif citycafe n melody_hassan xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf friend fineboybella n tgif citycafe n melody_hassan n n cheersdfreakend xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf holy father iammayorkun victny n tgif citycafe n melody_hassan xe x xa,0,neutral
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b apmaqolo good day sincere apologies inconveniences caused kindly check dm provided xe x xa,0.6,positive
b checkout covid free mask mask please suppomy redbubble shop retweeting xe x xa,0.4,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf odg themaineltee n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b darrenflicker definitely others vulnerable maskup,-0.25,negative
b jockeyindia mask show care time break chain n n n n jockey jockeyindia jockeymask maskup xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf essence wizkidayo ft temsbaby n tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf oshey kizzdaniel nft staycavy tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf tick tock cleanbandit x mabel ft kgoldn n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf mr money rmx asakemusik ft zlatan_ibile x peruzzi n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf stanow dualipa n tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf officialniniola ft lady_du n tgif breakfastinthecity xe x xa,0,neutral
b hi mwembet apologize inconveniences caused kindly dm us mobile number advise number whi xe x xa,0.6,positive
b yveerangnayen nitiaayog safe protect orher also n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.5,positive
b yveerangnayen nitiaayog safe protect orher also n vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.5,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf pepper dem spinall ft yemialadee n tgif breakfastinthecity n chiweteonyema xe x xa,0,neutral
b yveerangnayen nitiaayog youthveerangnayen great work vaccinationcamps n awarenesscampaigns n nitiaayog xe x xa,0.8,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf sweetah peruzzi n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf solace ajebo_hustlers n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b one die preventable disease vaccines maskup,0,neutral
b ideal temperature xf xf xa x recover covid stay safe maskup n crickettwitter,0.7,positive
b darrenflicker continue wear mask xe x xs common sense help protect b xe x xa,-0.3,negative
b false narratives pandemic unfortunately end maskup xe x xa,-0.45,negative
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf rumors lizzo ft iamcardib n tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf ntyilo ntyilo rethabile_rsa ft masterkgsa n n tgif breakfastinthecity xe x xa,0,neutral
b anjalir yveerangnayen nitiaayog great volunteers vaccinationcamps n awarenesscampaigns n nitiaayog xe x xa,0.8,positive
b yveerangnayen nitiaayog great volunteers vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.8,positive
b kirnade yveerangnayen nitiaayog great volunteers vaccinationcamps n awarenesscampaigns n nitiaayog xe x xa,0.8,positive
b yveerangnayen nitiaayog great volunteers vaccinationcamps n awarenesscampaigns n nitiaayog n covid xe x xa,0.8,positive
b kudzimush good day kindly check dm provided response ngj maskup staysafe,0.65,positive
b yveerangnayen nitiaayog vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf suzanna nsg nft patorankingfire tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b please follow science politics maskup covid kills,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf mafo officialnairam ft youngjonn n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf ozumba mbadiwe reekadobanks n tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b mask enough break chain xf xf x xb n n stayhomestaysafe n n covid omicron coronavirus stayhealthy maskup xe x xa,0,neutral
b maskup advocates schools young children accidentally fueling antivaxxer movement stunting xe x xa,0.1,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf faded love tinashe ft future n tgif breakfastinthecity n chiweteonyema x xe x xa,0.25,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf fan djneptizzle ft lojaymusic x zlatan_ibile n tgif breakfastinthecity w xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf omah_lay n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf show joeboyofficial n tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b yveerangnayen nitiaayog community must cooperatives vaccination n maskup n covid n wecareforyou n getvaccinated,0,neutral
b swissexclusives n maskup masks getvaccinatednow buy nice pixus n,0.6,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf feels jaxjones n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b ok new rule wearing mask xe x xt burp wearing three ply p mask eating spicy mexican food xe x xa,0.212121212,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf call lilkeshofficial ft zinoleesky n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf good pitbull ft tydollasign n tgif breakfastinthecity xe x xa,0.7,positive
b wo_fire great poster maskup staysafe wo_fire,0.8,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf felicitation djvoyst ft joeboyofficial n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf knows iamharrysong ft fireboydml x olamide n tgif breakfastinthecity xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf eh god kizzdaniel n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b come washington state wear damn masks maskupamerica maskup maskupmagats maskssavelives v xe x xa,0,neutral
b daysofgratitude nyear day n n goodfood n tacos takecare pray manifest makeithappen praytogether xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf baddest boy rmx skiibii ft davido n tgif breakfastinthecity xe x xa,0,neutral
b h tinasheferro kindly note date th th issue escalated support xe x xa,0.6,positive
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf ova johnnydrille nft donjazzy tgif breakfastinthecity n chiweteonyema x xe x xa,0,neutral
b weekend wayyyy n n xf xf x xc xf xf xa xb xe x xb xef xb xf ojuju oxladeofficial n tgif breakfastinthecity n chiweteonyema x bybisasa xe x xa,0,neutral
b mask n nflaunt passion step style literary masks n nshop,0.1,positive
b covid omicron pandemic wearamask n tgif fridayfeeling vaccinessavelives n n please maskup,0,neutral
b india covid update n n posrate xf xf x xbd xf xf xa xa n newcases xf xf x xbd k k n newdeaths xf xf x xbc xf xf xa xa n n activecases xf xf x xbd xe x xa,0,neutral
b angelsfeartogo us one xe x xa live wales moment masks still mandatory england h xe x xa,0.136363636,positive
b checkout covid free mask mask please suppomy redbubble shop retweeting xe x xa,0.4,positive
b flutter_view n n digitala maskup madcrypto nftcommunity eyeson masknft openseanft projecthawk,0,neutral
b hi tinasheferro kindly note account transaction done however yo xe x xa,0.6,positive
b yveerangnayen nitiaayog good vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0.7,positive
b developing countries choose remain unvaxxed pay high price hospitalisation meanwhile xe x xa,0.16,positive
b excellent thread dr tmprowell getvaccinated amp getboosted need continue maskup xe x xa,1,positive
b hi tinasheferro apologize inconveniences caused kindly provide number purchasing xe x xa,0.6,positive
b insurgency nedc consults mdas security agencies n xe x xeast stabilization devt masterplan n ecowas leaders meets xe x xa,0,neutral
b hi missmaipeloyaya kindly note dm responded bn maskup,0.6,positive
b maskup nft left designercon opensea via opensea,0,neutral
b middaylifestyle n n masks still save lives thirdwave begins guide maskup n nvia nascim xe x xa,0,neutral
b confirm covid causes fatigue n xe x xatiredness amp sleepiness n xe x xaheadaches n xe x xadizziness n xe x xamuscle weakness n xe x xaslow reflexes n xe x xam xe x xa,0,neutral
b one best lessons one learn life master remain calm remember none xe x xa,0.65,positive
b hi banstyles apologize inconveniences caused delay kindly dm us mobile number xe x xa,0.6,positive
b angelsfeartogo time maskup,0,neutral
b yveerangnayen nitiaayog vaccination important everyone save covid done soon xf xf x xd xe x xa,0.4,positive
b davidly may legal liability rogan charged pandemicide maskup getstuck getboosted,0.2,positive
b starting see trend nationwide covid infections says population centers tren xe x xa,0,neutral
b experts completely ignore kids years old vaccine options still n maskup xe x xa,0.1,positive
b malheur county new cases covid wednesday bringing total since march xe x xa,0.068181818,positive
b yveerangnayen nitiaayog gud job vaccinationcamps n awarenesscampaigns n nitiaayog n covid n vaccinationcamp xe x xa,0,neutral
b n nat point infection finally accept herd immunity xe x xa,0,neutral
b drericding scary xf xf x xf nwe need doctors nurses talk like people xe x xa,-0.5,negative
b check reasons kolkatans cite violating covid mask protocol covidprotocol maskupkolkata maskup xe x xa,0,neutral
b hi penzura_wacho wayne_titos thanks mention may assist today bn maskup,0.2,positive
